MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolArea,PoolQC,Fence,MiscFeature,YrSold,SaleType,SalePrice
RM,60.0,6402,,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,2Story,5,5,1920,1950,Gable,Wd Sdng,Wd Shng,None,0.0,Avg,Avg,PConc,Avg,Avg,Mn,Unf,0,Unf,596,596,GasA,Avg,N,SBrkr,596,596,1192,0,1,0,3,Avg,6,Typ,0,,Detchd,1920.0,Unf,1,189,BelowAvg,BelowAvg,N,0,0,0,,GdWo,,2009,WD,78000
RM,24.0,2016,,Reg,Lvl,Inside,Gtl,other,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,HdBoard,HdBoard,BrkFace,304.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,630,630,GasA,Avg,Y,SBrkr,630,672,1302,0,2,1,3,Avg,6,Typ,0,,Detchd,1970.0,Unf,2,440,Avg,Avg,Y,0,0,0,,,,2007,WD,106000
RL,78.0,12011,,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,530.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,956,Unf,130,1086,GasA,AboveAvg,Y,SBrkr,1086,838,1924,1,2,1,3,AboveAvg,7,Typ,1,Avg,Attchd,1998.0,RFn,2,592,Avg,Avg,Y,208,75,0,,,,2006,WD,280000
RL,48.0,10635,,IR2,Lvl,other,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,171.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,BLQ,370,GLQ,315,1657,GasA,AboveAvg,Y,SBrkr,1668,0,1668,1,2,0,3,AboveAvg,8,Typ,1,Avg,Attchd,2003.0,Fin,2,502,Avg,Avg,Y,0,262,0,,,,2010,WD,232000
RL,96.0,11308,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,154.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,936,Unf,168,1104,GasA,AboveAvg,Y,SBrkr,1130,1054,2184,1,2,1,3,AboveAvg,10,Typ,1,AboveAvg,Attchd,2008.0,Fin,3,836,Avg,Avg,Y,0,102,0,,,,2009,WD,335000
RL,,12537,,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,5,6,1971,2008,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,GLQ,734,Unf,344,1078,GasA,AboveAvg,Y,SBrkr,1078,0,1078,1,1,1,3,Avg,6,Typ,1,BelowAvg,Attchd,1971.0,Fin,2,500,Avg,Avg,Y,0,0,0,,,,2010,WD,149900
RM,,7920,Grvl,IR1,Lvl,Inside,Gtl,IDOTRR,Artery,1Fam,1.5Fin,6,7,1920,1950,Gable,MetalSd,MetalSd,None,0.0,Avg,BelowAvg,CBlock,Avg,Avg,No,Unf,0,Unf,319,319,GasA,Avg,Y,FuseA,1035,371,1406,0,1,0,3,BelowAvg,6,Typ,0,,,,,0,0,,,N,0,144,0,,MnPrv,,2008,WD,89500
RL,61.0,10226,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,270.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Gd,Unf,0,Unf,1622,1622,GasA,AboveAvg,Y,SBrkr,1630,0,1630,1,2,0,3,AboveAvg,8,Typ,1,AboveAvg,Attchd,2008.0,RFn,3,860,Avg,Avg,Y,172,42,0,,,,2009,WD,295493
RL,83.0,10420,,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,Mn,GLQ,36,Unf,1176,1212,GasA,AboveAvg,Y,SBrkr,1212,0,1212,0,2,0,3,AboveAvg,6,Typ,0,,Attchd,2009.0,RFn,2,460,Avg,Avg,Y,100,22,0,,,,2010,WD,186000
RL,75.0,7875,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Gable,VinylSd,VinylSd,BrkFace,136.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,572,Unf,572,1144,GasA,AboveAvg,Y,SBrkr,1144,0,1144,1,1,0,3,Avg,6,Typ,0,,Attchd,1961.0,Unf,2,456,Avg,Avg,Y,0,0,0,,GdWo,,2008,WD,139950
RL,100.0,17500,,Reg,Lvl,Inside,Gtl,Crawfor,PosA,1Fam,1Story,7,8,1959,2002,Gable,BrkFace,HdBoard,None,0.0,AboveAvg,AboveAvg,PConc,AboveAvg,Avg,Av,GLQ,1406,Unf,496,1902,GasA,Avg,Y,SBrkr,1902,0,1902,1,2,0,3,AboveAvg,7,Typ,2,Avg,Attchd,1959.0,Fin,2,567,Avg,Avg,Y,0,207,0,,,,2010,WD,335000
RL,,11075,,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,2Story,5,4,1969,1969,Gable,HdBoard,HdBoard,BrkFace,232.0,Avg,Avg,CBlock,Avg,Avg,Av,ALQ,562,LwQ,29,784,GasA,AboveAvg,Y,SBrkr,1168,800,1968,0,2,1,4,Avg,7,Min2,1,BelowAvg,Attchd,1969.0,RFn,2,530,Avg,Avg,Y,305,189,0,,MnPrv,Shed,2008,WD,172000
RL,70.0,8400,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,109.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,712,Unf,761,1473,GasA,AboveAvg,Y,SBrkr,1484,0,1484,1,2,0,3,AboveAvg,7,Typ,0,,Attchd,2004.0,RFn,2,606,Avg,Avg,Y,0,35,0,,,,2010,WD,213000
RL,75.0,14559,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1951,2000,Hip,Wd Sdng,Wd Sdng,BrkCmn,70.0,AboveAvg,Avg,CBlock,Avg,Avg,No,BLQ,650,Rec,178,1008,GasA,AboveAvg,Y,SBrkr,1363,0,1363,1,1,0,2,Avg,6,Min1,2,Avg,CarPort,1951.0,Unf,1,288,Avg,Avg,Y,324,42,0,,,Shed,2009,WD,164900
RL,60.0,8430,,Reg,HLS,Inside,Mod,CollgCr,Norm,1Fam,1Story,5,5,1978,1978,Gable,HdBoard,HdBoard,BrkFace,136.0,Avg,Avg,CBlock,AboveAvg,Avg,No,Rec,616,Unf,424,1040,GasA,Avg,Y,SBrkr,1040,0,1040,0,2,0,3,Avg,5,Typ,0,,,,,0,0,,,Y,0,0,0,,,,2009,WD,124000
RL,74.0,10141,,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,40.0,Avg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,832,832,GasA,AboveAvg,Y,SBrkr,885,833,1718,0,2,1,3,Avg,7,Typ,1,Avg,Attchd,1998.0,Fin,2,427,Avg,Avg,Y,0,94,0,,,,2009,WD,185000
RL,,3196,,Reg,Lvl,Inside,Gtl,other,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,40.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Gd,Unf,0,Unf,1273,1273,GasA,AboveAvg,Y,SBrkr,1456,0,1456,0,2,0,2,AboveAvg,7,Typ,1,Avg,Attchd,2003.0,Fin,2,400,Avg,Avg,Y,143,20,0,,,,2006,WD,215000
RL,107.0,10186,,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1992,1992,Gable,HdBoard,HdBoard,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,674,Unf,76,750,GasA,AboveAvg,Y,SBrkr,1061,862,1923,1,2,1,3,AboveAvg,8,Typ,1,Avg,Attchd,1992.0,RFn,2,564,Avg,Avg,Y,240,39,0,,,,2010,WD,190000
RL,64.0,8712,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1957,2000,Hip,MetalSd,MetalSd,None,0.0,Avg,AboveAvg,CBlock,Avg,Avg,Mn,BLQ,860,Unf,132,992,GasA,Avg,Y,SBrkr,1306,0,1306,1,1,0,2,Avg,5,Typ,0,,Detchd,1968.0,Unf,1,756,Avg,Avg,Y,0,0,0,,,,2009,WD,153000
RM,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,BelowAvg,Avg,No,Unf,0,Unf,482,482,GasA,AboveAvg,N,SBrkr,1221,691,1912,0,2,0,3,Avg,7,Typ,1,Avg,Detchd,2003.0,Unf,2,672,AboveAvg,Avg,Y,0,25,0,,,,2008,WD,163000
RL,67.0,5604,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,6,1925,1950,Gable,other,other,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,468,Unf,396,864,GasA,Avg,N,FuseA,864,0,864,1,1,0,2,Avg,5,Typ,0,,,,,0,0,,,Y,0,0,0,,,,2008,WD,98000
RL,80.0,9364,,Reg,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,2Story,6,7,1969,1969,Gable,HdBoard,HdBoard,Stone,143.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,371,Unf,292,663,GasA,Avg,Y,SBrkr,663,689,1352,0,1,1,4,Avg,7,Typ,0,,Attchd,1969.0,Fin,1,299,Avg,Avg,Y,379,36,0,,MnPrv,,2010,WD,158000
RL,56.0,4130,,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,6,1935,2003,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,270,270,GasA,AboveAvg,Y,SBrkr,729,0,729,0,1,0,2,Avg,5,Maj2,0,,,,,0,0,,,N,0,0,0,,,,2008,WD,52000
RL,,10920,,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Hip,MetalSd,MetalSd,BrkFace,212.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,733,Unf,520,1253,GasA,Avg,Y,SBrkr,1253,0,1253,1,1,1,2,Avg,5,Typ,1,BelowAvg,Attchd,1960.0,RFn,1,352,Avg,Avg,Y,0,213,0,,GdWo,,2008,WD,157000
RL,47.0,16321,,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,5,6,1957,1997,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,Gd,BLQ,1277,Unf,207,1484,GasA,Avg,Y,SBrkr,1600,0,1600,1,1,0,2,Avg,6,Typ,2,AboveAvg,Attchd,1957.0,RFn,1,319,Avg,Avg,Y,288,258,0,,,,2006,WD,207500
RM,,4438,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,205.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,662,Unf,186,848,GasA,AboveAvg,Y,SBrkr,848,0,848,1,1,0,1,AboveAvg,3,Typ,1,AboveAvg,Attchd,2004.0,RFn,2,420,Avg,Avg,Y,149,0,0,,,,2008,WD,149000
RL,86.0,22420,,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,1Fam,2Story,6,6,1918,1950,Hip,Wd Sdng,other,None,0.0,Avg,Avg,BrkTil,AboveAvg,Avg,No,BLQ,1128,Unf,242,1370,other,Avg,N,FuseA,1370,1254,2624,1,2,1,4,Avg,10,Typ,1,AboveAvg,Detchd,1918.0,Unf,3,864,Avg,Avg,N,0,0,0,,,,2007,WD,239000
RL,53.0,3684,,Reg,Lvl,Inside,Gtl,other,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,130.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,1373,1373,GasA,AboveAvg,Y,SBrkr,1555,0,1555,0,2,0,2,AboveAvg,7,Typ,1,Avg,Attchd,2007.0,Fin,3,660,Avg,Avg,Y,143,20,0,,,,2009,WD,174000
RM,,4426,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,147.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Gd,GLQ,697,Unf,151,848,GasA,AboveAvg,Y,SBrkr,848,0,848,1,1,0,1,AboveAvg,3,Typ,1,Avg,Attchd,2004.0,RFn,2,420,Avg,Avg,Y,149,0,0,,,,2008,WD,141000
RL,71.0,9230,,Reg,Lvl,Corner,Gtl,NAmes,Feedr,1Fam,1Story,5,8,1965,1998,Hip,MetalSd,MetalSd,BrkFace,166.0,Avg,Avg,CBlock,Avg,Avg,Mn,GLQ,661,Unf,203,864,GasA,AboveAvg,Y,SBrkr,1200,0,1200,1,1,1,1,AboveAvg,6,Typ,0,,Detchd,1977.0,Unf,2,884,Avg,Avg,Y,0,64,0,,MnPrv,,2006,WD,146000
RL,121.0,16059,,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,BrkFace,284.0,AboveAvg,Avg,CBlock,AboveAvg,Avg,No,Unf,0,Unf,1288,1288,GasA,AboveAvg,Y,SBrkr,1301,1116,2417,0,2,1,4,AboveAvg,9,Typ,1,Avg,Attchd,1991.0,Unf,2,462,Avg,Avg,Y,127,82,0,,,,2006,WD,260000
FV,35.0,3735,,Reg,Lvl,other,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,BrkFace,218.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,450,Unf,241,691,GasA,AboveAvg,Y,SBrkr,713,739,1452,1,2,1,3,AboveAvg,6,Typ,0,,Detchd,1999.0,Unf,2,506,Avg,Avg,Y,0,34,0,,,,2006,WD,183900
RM,60.0,6882,,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,6,7,1914,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,PConc,Avg,Avg,No,Unf,0,Unf,684,684,GasA,Avg,Y,SBrkr,773,582,1355,0,1,1,3,AboveAvg,7,Typ,0,,,,,0,0,,,Y,136,0,0,,,,2007,WD,127000
RL,,7750,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,GLQ,250,Unf,134,384,GasA,AboveAvg,Y,SBrkr,774,656,1430,0,2,1,3,Avg,7,Typ,1,Avg,BuiltIn,2000.0,Fin,2,400,Avg,Avg,Y,180,0,0,,,,2010,WD,180000
RL,48.0,12137,,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,442.0,Avg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,1649,1649,GasA,AboveAvg,Y,SBrkr,1661,0,1661,0,2,0,3,AboveAvg,6,Typ,0,,Attchd,1998.0,RFn,2,598,Avg,Avg,Y,0,34,0,,,,2010,WD,224900
RL,,7390,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1955,1955,Hip,Wd Sdng,Wd Sdng,BrkFace,151.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,902,Unf,196,1098,GasA,Avg,Y,SBrkr,1098,0,1098,1,1,0,3,Avg,6,Typ,0,,Attchd,1955.0,Unf,1,260,Avg,Avg,Y,0,0,0,,,,2008,WD,135000
RL,,9503,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1958,1983,Hip,HdBoard,HdBoard,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,457,Rec,193,1024,GasA,Avg,Y,SBrkr,1344,0,1344,1,1,0,2,Avg,6,Min1,1,Avg,Detchd,1970.0,Unf,1,484,Avg,Avg,Y,316,28,0,,GdWo,,2007,WD,144000
FV,,2651,,Reg,Lvl,other,Gtl,Somerst,Norm,Twnhs,2Story,7,5,2000,2000,Gable,MetalSd,MetalSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,641,Unf,32,673,GasA,AboveAvg,Y,SBrkr,673,709,1382,1,2,1,3,AboveAvg,6,Typ,0,,Detchd,2000.0,Unf,2,490,Avg,Avg,Y,153,50,0,,,,2006,WD,165000
RL,70.0,8400,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,8,6,2001,2001,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,643,Unf,167,810,GasA,AboveAvg,Y,SBrkr,810,855,1665,1,2,1,3,AboveAvg,6,Typ,0,,Attchd,2001.0,Fin,2,528,Avg,Avg,Y,0,45,0,,,,2009,WD,227000
RL,78.0,10335,,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1968,1993,Gable,Plywood,Plywood,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,570,Unf,891,1461,GasA,AboveAvg,Y,SBrkr,1721,0,1721,0,2,1,3,Avg,7,Min1,1,Avg,Attchd,1968.0,RFn,2,440,Avg,Avg,Y,0,96,0,,MnPrv,,2006,WD,180000
RL,70.0,7000,,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,2Story,5,7,1910,1991,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,Gd,GLQ,969,Unf,148,1117,GasA,Avg,Y,SBrkr,820,527,1347,1,1,0,3,Avg,5,Typ,0,,,,,0,0,,,N,85,0,0,,,,2008,WD,107500
RL,,8339,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1959,1959,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,other,,,,,0,,0,0,GasA,Avg,Y,SBrkr,882,0,882,0,1,0,3,Avg,5,Typ,0,,Attchd,1959.0,RFn,1,294,Avg,Avg,Y,0,0,0,,MnPrv,Shed,2007,WD,106500
RL,100.0,10004,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Gable,HdBoard,Plywood,BrkFace,180.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,196,BLQ,975,1516,GasA,Avg,Y,SBrkr,1516,0,1516,0,1,1,3,Avg,6,Typ,0,,Attchd,1964.0,RFn,2,472,Avg,Avg,Y,0,0,0,,,,2009,WD,167000
RL,,7153,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,1991,1991,Gable,HdBoard,HdBoard,BrkFace,88.0,Avg,Avg,CBlock,AboveAvg,Avg,No,GLQ,1200,Unf,78,1278,GasA,AboveAvg,Y,SBrkr,1294,0,1294,1,2,0,3,AboveAvg,6,Typ,0,,Attchd,1991.0,RFn,2,496,Avg,Avg,Y,112,51,0,,GdWo,,2008,WD,179200
RL,70.0,8294,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1971,1971,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,858,858,GasA,Avg,Y,SBrkr,872,0,872,0,1,0,3,Avg,5,Typ,0,,Detchd,1974.0,Unf,4,480,Avg,Avg,Y,0,0,0,,GdWo,,2007,WD,123000
RL,52.0,6292,,Reg,Bnk,Inside,Gtl,other,Norm,1Fam,1Story,6,5,1930,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,AboveAvg,Avg,Mn,Rec,384,Unf,384,768,GasA,Avg,N,SBrkr,790,0,790,0,1,0,2,Avg,4,Typ,0,,Detchd,1925.0,Unf,1,160,BelowAvg,Avg,Y,0,141,0,,,,2008,WD,91000
RL,70.0,11218,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,Gable,Wd Sdng,Wd Sdng,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,1055,1055,GasA,AboveAvg,Y,SBrkr,1055,790,1845,0,2,1,3,AboveAvg,8,Typ,1,Avg,Attchd,1992.0,RFn,2,462,Avg,Avg,Y,635,104,0,,GdPrv,Shed,2010,WD,189000
RL,60.0,9000,,Reg,Lvl,other,Gtl,NAmes,Norm,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,PConc,Avg,Avg,No,ALQ,616,Unf,248,864,GasA,Avg,Y,SBrkr,864,0,864,0,1,0,3,Avg,5,Typ,0,,Detchd,1974.0,Unf,2,528,Avg,Avg,Y,0,0,0,,GdWo,,2007,WD,120500
RL,34.0,5001,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Stone,166.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,904,Unf,410,1314,GasA,AboveAvg,Y,SBrkr,1314,0,1314,1,2,0,2,AboveAvg,6,Typ,1,AboveAvg,Attchd,2008.0,RFn,2,626,Avg,Avg,Y,172,62,0,,,,2009,WD,230000
RM,59.0,8198,,Reg,Lvl,other,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,146.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,720,Unf,638,1358,GasA,AboveAvg,Y,SBrkr,1358,0,1358,1,2,0,2,AboveAvg,6,Typ,1,AboveAvg,Attchd,2004.0,RFn,2,484,Avg,Avg,Y,192,30,0,,,,2008,WD,207000
RL,60.0,11409,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,LwQ,292,Unf,476,768,GasA,AboveAvg,Y,SBrkr,1148,568,1716,0,1,1,3,Avg,8,Min2,1,AboveAvg,Attchd,1949.0,Unf,1,281,Avg,Avg,Y,0,0,0,,,,2009,WD,131000
RL,45.0,8248,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,other,other,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,Unf,0,Unf,686,686,other,AboveAvg,Y,SBrkr,686,564,1250,0,1,1,3,BelowAvg,7,Typ,0,,Detchd,1955.0,Unf,1,280,Avg,Avg,P,207,0,0,,,,2006,WD,116000
RL,80.0,9554,,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,8,5,1993,1994,Gable,VinylSd,VinylSd,BrkFace,125.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,380,Unf,397,777,GasA,AboveAvg,Y,SBrkr,1065,846,1911,0,2,1,3,AboveAvg,8,Typ,1,Avg,Attchd,1993.0,RFn,2,471,Avg,Avg,Y,182,81,0,,,,2006,WD,215000
RL,60.0,10930,Grvl,Reg,Bnk,Inside,Gtl,NAmes,Artery,1Fam,1.5Fin,5,6,1945,1950,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,580,Unf,333,913,GasA,Avg,Y,FuseA,1048,510,1558,1,1,1,3,Avg,6,Typ,1,Avg,Attchd,1962.0,Unf,1,288,Avg,Avg,Y,0,0,0,,,,2008,WD,140000
FV,75.0,9803,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,400,Unf,466,866,GasA,AboveAvg,Y,SBrkr,866,902,1768,0,2,1,3,AboveAvg,7,Typ,0,,Attchd,2005.0,RFn,2,603,Avg,Avg,Y,0,108,0,,,,2008,WD,226700
RL,41.0,4920,,Reg,Lvl,Inside,Gtl,other,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CemntBd,CmentBd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Mn,GLQ,616,Unf,722,1338,GasA,AboveAvg,Y,SBrkr,1338,0,1338,1,2,0,2,AboveAvg,6,Typ,0,,Attchd,2001.0,Fin,2,582,Avg,Avg,Y,0,0,0,,,,2010,WD,213500
RL,75.0,9750,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,171.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,1630,1630,GasA,AboveAvg,Y,SBrkr,1630,0,1630,0,2,0,3,AboveAvg,6,Typ,1,Avg,Attchd,2000.0,Unf,2,451,Avg,Avg,Y,74,234,0,,,,2009,WD,213000
RL,108.0,13173,,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Stone,300.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,1572,Unf,80,1652,GasA,AboveAvg,Y,SBrkr,1652,0,1652,1,2,0,2,AboveAvg,6,Typ,2,AboveAvg,Attchd,2006.0,Fin,2,840,Avg,Avg,Y,404,102,0,,,,2009,WD,325000
RL,63.0,7875,,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,38.0,Avg,Avg,PConc,AboveAvg,AboveAvg,No,Unf,0,Unf,1237,1237,GasA,AboveAvg,Y,SBrkr,1253,0,1253,0,2,0,3,Avg,6,Typ,1,Avg,Attchd,1995.0,Fin,2,402,Avg,Avg,Y,220,21,0,,,,2007,WD,176000
RM,51.0,6120,,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,Unf,0,Unf,832,832,GasA,AboveAvg,Y,FuseA,854,0,854,0,1,0,2,Avg,5,Typ,0,,Detchd,1991.0,Unf,2,576,Avg,Avg,Y,48,112,0,,GdPrv,,2007,WD,132000
RL,,12800,,Reg,Low,Inside,Mod,SawyerW,Norm,1Fam,SLvl,7,5,1989,1989,Gable,Wd Sdng,Wd Sdng,BrkFace,145.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Gd,GLQ,1518,Unf,0,1518,GasA,AboveAvg,Y,SBrkr,1644,0,1644,1,2,0,2,AboveAvg,5,Typ,1,Avg,Attchd,1989.0,Fin,2,569,Avg,Avg,Y,80,0,0,,,,2009,WD,275000
